name,url,price,sku,description,attributes_json,image_paths,category
DZIK® BASIC BLUZA REGULAR CZARNA,https://wkdzik.pl/dzik-basic-bluza-regular-czarna,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""67"", ""S"": ""69"", ""M"": ""71"", ""L"": ""73"", ""XL"": ""75"", ""XXL"": ""77""}",results\images\dzik-basic-bluza-regular-czarna\19_df89d19b.jpg;results\images\dzik-basic-bluza-regular-czarna\26_7e3a41d8.jpg,UBRANIA
BLUZA REGULAR GRANATOWA DZIK® BASIC,https://wkdzik.pl/dzik-basic-bluza-regular-granatowa,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""67"", ""S"": ""69"", ""M"": ""71"", ""L"": ""73"", ""XL"": ""75"", ""XXL"": ""77""}",results\images\bluza-regular-granatowa-dzik-basic\19_69715ac6.jpg;results\images\bluza-regular-granatowa-dzik-basic\26_6be6b0f5.jpg,UBRANIA
BLUZA REGULAR SZARY MELANŻ DZIK® BASIC,https://wkdzik.pl/dzik-basic-bluza-regular-szary-melanz,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""67"", ""S"": ""69"", ""M"": ""71"", ""L"": ""73"", ""XL"": ""75"", ""XXL"": ""77""}",results\images\bluza-regular-szary-melanż-dzik-basic\19_81c117dd.jpg;results\images\bluza-regular-szary-melanż-dzik-basic\24_724c8f79.jpg,UBRANIA
Bluza Męska Oversize Czarna DZIK® Basic,https://wkdzik.pl/dzik-basic-bluza-oversize-czarna,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""68"", ""S"": ""70"", ""M"": ""72"", ""L"": ""74"", ""XL"": ""76"", ""XXL"": ""78""}",results\images\bluza-męska-oversize-czarna-dzik-basic\19_0f0688d6.jpg;results\images\bluza-męska-oversize-czarna-dzik-basic\29_58a36572.jpg,UBRANIA
BLUZA OVERSIZE GRANATOWA DZIK® BASIC,https://wkdzik.pl/dzik-basic-bluza-oversize-granatowa,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""68"", ""S"": ""70"", ""M"": ""72"", ""L"": ""74"", ""XL"": ""76"", ""XXL"": ""78""}",results\images\bluza-oversize-granatowa-dzik-basic\19_544b2303.jpg;results\images\bluza-oversize-granatowa-dzik-basic\27_ce3f5259.jpg,UBRANIA
BLUZA OVERSIZE SZARY MELANŻ DZIK® BASIC,https://wkdzik.pl/dzik-basic-bluza-oversize-szary-melanz,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""68"", ""S"": ""70"", ""M"": ""72"", ""L"": ""74"", ""XL"": ""76"", ""XXL"": ""78""}",results\images\bluza-oversize-szary-melanż-dzik-basic\19_e777e2b8.png;results\images\bluza-oversize-szary-melanż-dzik-basic\31_a21f9bcc.png,UBRANIA
DZIK® BASIC SPODNIE DRESOWE REGULAR CZARNE,https://wkdzik.pl/dzik-basic-spodnie-dresowe-regular-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""100"", ""S"": ""102"", ""M"": ""104"", ""L"": ""106"", ""XL"": ""110"", ""XXL"": ""112""}",results\images\dzik-basic-spodnie-dresowe-regular-czarne\19_710f9995.jpg;results\images\dzik-basic-spodnie-dresowe-regular-czarne\25_ddeeb228.jpg,UBRANIA
SPODNIE DRESOWE REGULAR GRANATOWE DZIK® BASIC,https://wkdzik.pl/dzik-basic-spodnie-dresowe-regular-granatowe,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""100"", ""S"": ""102"", ""M"": ""104"", ""L"": ""106"", ""XL"": ""110"", ""XXL"": ""112""}",results\images\spodnie-dresowe-regular-granatowe-dzik-basic\19_5c37977b.jpg;results\images\spodnie-dresowe-regular-granatowe-dzik-basic\25_1fb94dbe.jpg,UBRANIA
SPODNIE DRESOWE REGULAR SZARY MELANŻ DZIK® BASIC,https://wkdzik.pl/dzik-basic-spodnie-dresowe-regular-szary-melanz,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""100"", ""S"": ""102"", ""M"": ""104"", ""L"": ""106"", ""XL"": ""110"", ""XXL"": ""112""}",results\images\spodnie-dresowe-regular-szary-melanż-dzik-basic\19_d078517f.jpg;results\images\spodnie-dresowe-regular-szary-melanż-dzik-basic\25_40dca7b2.jpg,UBRANIA
DZIK® BASIC SPODNIE DRESOWE OVERSIZE CZARNE,https://wkdzik.pl/dzik-basic-spodnie-dresowe-oversize-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""96"", ""S"": ""98"", ""M"": ""100"", ""L"": ""102"", ""XL"": ""104"", ""XXL"": ""106""}",results\images\dzik-basic-spodnie-dresowe-oversize-czarne\19_e4ac0f41.jpg;results\images\dzik-basic-spodnie-dresowe-oversize-czarne\27_11ec8545.jpg,UBRANIA
DZIK® BASIC SPODNIE DRESOWE OVERSIZE GRANATOWE,https://wkdzik.pl/dzik-basic-spodnie-dresowe-oversize-granatowe,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""96"", ""S"": ""98"", ""M"": ""100"", ""L"": ""102"", ""XL"": ""104"", ""XXL"": ""106""}",results\images\dzik-basic-spodnie-dresowe-oversize-granatowe\19_b3dccf23.jpg;results\images\dzik-basic-spodnie-dresowe-oversize-granatowe\24_21bb64a0.jpg,UBRANIA
DZIK® BASIC SPODNIE DRESOWE OVERSIZE SZARY MELANŻ,https://wkdzik.pl/dzik-basic-spodnie-dresowe-oversize-szary-melanz,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""96"", ""S"": ""98"", ""M"": ""100"", ""L"": ""102"", ""XL"": ""104"", ""XXL"": ""106""}",results\images\dzik-basic-spodnie-dresowe-oversize-szary-melanż\19_04b43e9f.jpg;results\images\dzik-basic-spodnie-dresowe-oversize-szary-melanż\25_fad2af6c.jpg,UBRANIA
SPODENKI REGULAR CZARNE DZIK® BASIC,https://wkdzik.pl/dzik-basic-spodenki-regular-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""38"", ""S"": ""39"", ""M"": ""40"", ""L"": ""42"", ""XL"": ""44"", ""XXL"": ""46""}",results\images\spodenki-regular-czarne-dzik-basic\30_3fb5f6c0.jpg;results\images\spodenki-regular-czarne-dzik-basic\19_928b3692.jpg,UBRANIA
SPODENKI REGULAR GRANATOWE DZIK® BASIC,https://wkdzik.pl/dzik-basic-spodenki-regular-granatowe,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""38"", ""S"": ""39"", ""M"": ""40"", ""L"": ""42"", ""XL"": ""44"", ""XXL"": ""46""}",results\images\spodenki-regular-granatowe-dzik-basic\30_3fb5f6c0.jpg;results\images\spodenki-regular-granatowe-dzik-basic\19_4bdfe404.jpg,UBRANIA
DZIK® BASIC SPODENKI REGULAR SZARY MELANŻ,https://wkdzik.pl/dzik-basic-spodenki-regular-szary-melanz,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""38"", ""S"": ""39"", ""M"": ""40"", ""L"": ""42"", ""XL"": ""44"", ""XXL"": ""46""}",results\images\dzik-basic-spodenki-regular-szary-melanż\32_3fb5f6c0.jpg;results\images\dzik-basic-spodenki-regular-szary-melanż\19_e7f9477c.jpg,UBRANIA
Bluza Męska Crewneck Czarna DZIK® Basic,https://wkdzik.pl/dzik-basic-bluza-crewneck-czarna,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""70"", ""XXL"": ""72""}",results\images\bluza-męska-crewneck-czarna-dzik-basic\19_ed3b02bd.jpg;results\images\bluza-męska-crewneck-czarna-dzik-basic\28_8e0c4567.jpg,UBRANIA
BLUZA CREWNECK GRANATOWA DZIK® BASIC,https://wkdzik.pl/dzik-basic-bluza-crewneck-granatowa,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""70"", ""XXL"": ""72""}",results\images\bluza-crewneck-granatowa-dzik-basic\19_fd4e3bd6.jpg;results\images\bluza-crewneck-granatowa-dzik-basic\26_6b389233.jpg,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/3,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/3/default/2,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/3/default/3,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/3/default/4,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
BLUZA CREWNECK SZARY MELANŻ DZIK® BASIC,https://wkdzik.pl/dzik-basic-bluza-crewneck-szary-melanz,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""70"", ""XXL"": ""72""}",results\images\bluza-crewneck-szary-melanż-dzik-basic\19_e5234ed5.png;results\images\bluza-crewneck-szary-melanż-dzik-basic\29_759514d7.png,UBRANIA
KOSZULKA GRIP SLIM CZARNA DZIK® PRO,https://wkdzik.pl/dzik-pro-koszulka-grip-czarny,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""64"", ""S"": ""66"", ""M"": ""68"", ""L"": ""71"", ""XL"": ""73"", ""XXL"": ""75""}",results\images\koszulka-grip-slim-czarna-dzik-pro\36_be834bd7.jpg;results\images\koszulka-grip-slim-czarna-dzik-pro\19_4db453b8.jpg,UBRANIA
KOSZULKA GRIP SLIM SREBRNA DZIK® PRO,https://wkdzik.pl/koszulka-grip-slim-srebrna-dzik-pro,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""64"", ""S"": ""66"", ""M"": ""68"", ""L"": ""71"", ""XL"": ""73"", ""XXL"": ""75""}",results\images\koszulka-grip-slim-srebrna-dzik-pro\38_c4c7cb7d.jpg;results\images\koszulka-grip-slim-srebrna-dzik-pro\19_d0ce483f.png,UBRANIA
DZIK® PRO GRIP TANK TOP CZARNY,https://wkdzik.pl/dzik-pro-grip-tank-top-czarny,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""67"", ""S"": ""69"", ""M"": ""70"", ""L"": ""71"", ""XL"": ""72"", ""XXL"": ""73""}",results\images\dzik-pro-grip-tank-top-czarny\19_41b1a6e5.png;results\images\dzik-pro-grip-tank-top-czarny\28_bebc2ab3.png,UBRANIA
DZIK® PRO GRIP TANK TOP SREBRNY,https://wkdzik.pl/dzik-pro-grip-tank-top-srebrny,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""67"", ""S"": ""69"", ""M"": ""70"", ""L"": ""71"", ""XL"": ""72"", ""XXL"": ""73""}",results\images\dzik-pro-grip-tank-top-srebrny\19_88bff0fa.png;results\images\dzik-pro-grip-tank-top-srebrny\28_44b21a6d.png,UBRANIA
DZIK® KOSZULKA TRENINGOWA REGULAR CZARNA,https://wkdzik.pl/dzik-koszulka-treningowa-regular-czarna,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""46"", ""S"": ""48"", ""M"": ""50"", ""L"": ""52"", ""XL"": ""54"", ""XXL"": ""56""}",results\images\dzik-koszulka-treningowa-regular-czarna\19_7dc1c723.png;results\images\dzik-koszulka-treningowa-regular-czarna\27_c6d6a3ce.png,UBRANIA
KOSZULKA SLIM CZARNA V2 DZIK® JTCNW,https://wkdzik.pl/dzik-jtcnw-koszulka-slim-czarna-v,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""72"", ""XXL"": ""76""}",results\images\koszulka-slim-czarna-v2-dzik-jtcnw\19_57c79da2.jpg;results\images\koszulka-slim-czarna-v2-dzik-jtcnw\26_416b8b8d.jpg,UBRANIA
Koszulka Męska Slim Czarna JTCNW DZIK®,https://wkdzik.pl/dzik-jtcnw-koszulka-slim-czarna,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""72"", ""XXL"": ""76""}",results\images\koszulka-męska-slim-czarna-jtcnw-dzik\19_3e2efa75.jpg;results\images\koszulka-męska-slim-czarna-jtcnw-dzik\26_fe7b3bce.jpg,UBRANIA
BLUZA DRESOWA Z TKANINY ROZPINANA CZARNA DZIK®,https://wkdzik.pl/dzik-bluza-dresowa-z-tkaniny-rozpinana-czarna,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""60"", ""S"": ""62"", ""M"": ""64"", ""L"": ""66"", ""XL"": ""68"", ""XXL"": ""70""}",results\images\bluza-dresowa-z-tkaniny-rozpinana-czarna-dzik\19_631d9f9f.jpg;results\images\bluza-dresowa-z-tkaniny-rozpinana-czarna-dzik\30_5e166ba2.jpg,UBRANIA
TANK TOP TRENINGOWY FIOLETOWY DZIK®,https://wkdzik.pl/dzik-tank-top-treningowy-fioletowy,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""68,5"", ""S"": ""69,5"", ""M"": ""73"", ""L"": ""75"", ""XL"": ""76"", ""XXL"": ""79""}",results\images\tank-top-treningowy-fioletowy-dzik\19_17b12f64.jpg;results\images\tank-top-treningowy-fioletowy-dzik\25_14d57d36.jpg,UBRANIA
Spodnie Męskie Dresowe Zip Czarne DZIK®,https://wkdzik.pl/dzik-spodnie-dresowe-zip-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""97"", ""S"": ""99"", ""M"": ""101"", ""L"": ""104"", ""XL"": ""106"", ""XXL"": ""109""}",results\images\spodnie-męskie-dresowe-zip-czarne-dzik\19_18442b82.jpg;results\images\spodnie-męskie-dresowe-zip-czarne-dzik\26_aa7955a3.jpg,UBRANIA
Bluza Męska Half Zip Czarna Dots DZIK®,https://wkdzik.pl/dzik-bluza-half-zip-czarna-dots,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62,5"", ""S"": ""64,6"", ""M"": ""66,8"", ""L"": ""68,9"", ""XL"": ""71,1"", ""XXL"": ""73,2""}",results\images\bluza-męska-half-zip-czarna-dots-dzik\19_b2150d50.jpg;results\images\bluza-męska-half-zip-czarna-dots-dzik\33_2a0e0e98.jpg,UBRANIA
SPODNIE CARGO Z TKANINY CZARNE DZIK® PRO,https://wkdzik.pl/dzik-pro-spodnie-cargo-z-tkaniny-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""101,5"", ""S"": ""103,5"", ""M"": ""105,5"", ""L"": ""107,5"", ""XL"": ""109,5"", ""XXL"": ""111,5""}",results\images\spodnie-cargo-z-tkaniny-czarne-dzik-pro\38_136b5633.jpg;results\images\spodnie-cargo-z-tkaniny-czarne-dzik-pro\19_790cc4da.jpg,UBRANIA
SPODNIE DRESOWE Z TKANINY CZARNE DZIK®,https://wkdzik.pl/dzik-spodnie-dresowe-z-tkaniny-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""95"", ""S"": ""96,5"", ""M"": ""99"", ""L"": ""101,5"", ""XL"": ""104"", ""XXL"": ""106,5""}",results\images\spodnie-dresowe-z-tkaniny-czarne-dzik\19_c2dddb5d.jpg;results\images\spodnie-dresowe-z-tkaniny-czarne-dzik\27_68848ee4.jpg,UBRANIA
Bluza Męska Oversize Beżowa Shade DZIK®,https://wkdzik.pl/dzik-bluza-oversize-bezowa-shade,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""59,5"", ""S"": ""61,5"", ""M"": ""63,5"", ""L"": ""65,5"", ""XL"": ""67,5"", ""XXL"": ""69,5""}",results\images\bluza-męska-oversize-beżowa-shade-dzik\19_a15c980a.jpg;results\images\bluza-męska-oversize-beżowa-shade-dzik\27_e5a743e6.jpg,UBRANIA
BLUZA OVERSIZE ZIELONA SHADE DZIK®,https://wkdzik.pl/dzik-bluza-oversize-zielona-shade,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""59,5"", ""S"": ""61,5"", ""M"": ""63,5"", ""L"": ""65,5"", ""XL"": ""67,5"", ""XXL"": ""69,5""}",results\images\bluza-oversize-zielona-shade-dzik\19_33bb3d7c.jpg;results\images\bluza-oversize-zielona-shade-dzik\27_cc50e4fd.jpg,UBRANIA
BLUZA OVERSIZE CZARNA POSTARZANA DZIK®,https://wkdzik.pl/dzik-bluza-oversize-czarna-postarzana,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""60"", ""S"": ""63"", ""M"": ""65"", ""L"": ""67"", ""XL"": ""69"", ""XXL"": ""70""}",results\images\bluza-oversize-czarna-postarzana-dzik\19_a118034c.jpg;results\images\bluza-oversize-czarna-postarzana-dzik\28_7c56665b.jpg,UBRANIA
KOSZULKA OVERSIZE CZARNA RASTER DZIK®,https://wkdzik.pl/dzik-koszulka-oversize-czarna-raster,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""73"", ""S"": ""75"", ""M"": ""77"", ""L"": ""79"", ""XL"": ""81"", ""XXL"": ""83""}",results\images\koszulka-oversize-czarna-raster-dzik\19_f92c3c57.jpg;results\images\koszulka-oversize-czarna-raster-dzik\28_a7db7764.jpg,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/4,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/4/default/2,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/4/default/3,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/4/default/4,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
KOSZULKA OVERSIZE ZIELONA RASTER DZIK®,https://wkdzik.pl/dzik-koszulka-oversize-zielona-raster,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""73"", ""S"": ""75"", ""M"": ""77"", ""L"": ""79"", ""XL"": ""81"", ""XXL"": ""83""}",results\images\koszulka-oversize-zielona-raster-dzik\19_841480fe.jpg;results\images\koszulka-oversize-zielona-raster-dzik\26_ce1810a6.jpg,UBRANIA
KOSZULKA REGULAR BŁĘKIT SHADE DZIK®,https://wkdzik.pl/dzik-koszulka-regular-blekit-shade,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""66,4"", ""S"": ""69,5"", ""M"": ""71"", ""L"": ""73,3"", ""XL"": ""75"", ""XXL"": ""77,6""}",results\images\koszulka-regular-błękit-shade-dzik\30_aca4c09f.png;results\images\koszulka-regular-błękit-shade-dzik\19_1fa22b0e.jpg,UBRANIA
KOSZULKA REGULAR CAPPUCCINO SHADE DZIK®,https://wkdzik.pl/dzik-koszulka-regular-cappuccino-shade,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""66,4"", ""S"": ""69,5"", ""M"": ""71"", ""L"": ""73,3"", ""XL"": ""75"", ""XXL"": ""77,6""}",results\images\koszulka-regular-cappuccino-shade-dzik\26_aca4c09f.png;results\images\koszulka-regular-cappuccino-shade-dzik\19_6877e4e0.jpg,UBRANIA
KOSZULKA REGULAR CIEMNY RÓŻ SHADE DZIK®,https://wkdzik.pl/dzik-koszulka-regular-ciemny-roz-shade,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""66,4"", ""S"": ""69,5"", ""M"": ""71"", ""L"": ""73,3"", ""XL"": ""75"", ""XXL"": ""77,6""}",results\images\koszulka-regular-ciemny-róż-shade-dzik\26_aca4c09f.png;results\images\koszulka-regular-ciemny-róż-shade-dzik\19_b67700d9.jpg,UBRANIA
KOSZULKA SLIM NIEBIESKA DOTS DZIK®,https://wkdzik.pl/dzik-koszulka-slim-niebieska-dots,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""72"", ""XXL"": ""76""}",results\images\koszulka-slim-niebieska-dots-dzik\28_570f40d0.png;results\images\koszulka-slim-niebieska-dots-dzik\19_b629a18d.jpg,UBRANIA
Koszulka Męska Slim Beżowa Dots DZIK®,https://wkdzik.pl/dzik-koszulka-slim-bezowa-dots,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""72"", ""XXL"": ""76""}",results\images\koszulka-męska-slim-beżowa-dots-dzik\30_570f40d0.png;results\images\koszulka-męska-slim-beżowa-dots-dzik\19_42cf31e6.jpg,UBRANIA
LONGSLEEVE TRENINGOWY CZARNY RASTER DZIK®,https://wkdzik.pl/dzik-longsleeve-treningowy-czarny-raster,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""64"", ""S"": ""65"", ""M"": ""68"", ""L"": ""69"", ""XL"": ""71"", ""XXL"": ""74""}",results\images\longsleeve-treningowy-czarny-raster-dzik\19_551639f2.jpg;results\images\longsleeve-treningowy-czarny-raster-dzik\26_35d87b43.jpg,UBRANIA
TANK TOP TRENINGOWY CZARNY RASTER DZIK®,https://wkdzik.pl/dzik-tank-top-treningowy-czarny-raster,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""70"", ""XXL"": ""72""}",results\images\tank-top-treningowy-czarny-raster-dzik\19_796f5d5a.jpg;results\images\tank-top-treningowy-czarny-raster-dzik\26_ab376419.jpg,UBRANIA
SPODENKI Z PERFORACJĄ CZARNE DZIK® PRO RUN,https://wkdzik.pl/dzik-pro-spodenki-z-perforacja-czarne,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""28,5"", ""S"": ""29,5"", ""M"": ""30,5"", ""L"": ""31,5"", ""XL"": ""32,5"", ""XXL"": ""33,5""}",results\images\spodenki-z-perforacją-czarne-dzik-pro-run\19_d9c482fc.jpg;results\images\spodenki-z-perforacją-czarne-dzik-pro-run\25_ea61a4fe.jpg,UBRANIA
TANK TOP TRENINGOWY NIEBIESKI DZIK®,https://wkdzik.pl/dzik-tank-top-treningowy-niebieski,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""68,5"", ""S"": ""69,5"", ""M"": ""73"", ""L"": ""75"", ""XL"": ""76"", ""XXL"": ""79""}",results\images\tank-top-treningowy-niebieski-dzik\19_acc65aa5.jpg;results\images\tank-top-treningowy-niebieski-dzik\27_c0547d03.jpg,UBRANIA
KOSZULKA REGULAR CZARNA SHADE DZIK®,https://wkdzik.pl/dzik-koszulka-regular-czarna-shade,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""62"", ""S"": ""64"", ""M"": ""66"", ""L"": ""68"", ""XL"": ""72"", ""XXL"": ""76""}",results\images\koszulka-regular-czarna-shade-dzik\30_aca4c09f.png;results\images\koszulka-regular-czarna-shade-dzik\19_916c53ed.jpg,UBRANIA
Tank Top Męski Biały DZIK® PRO Run,https://wkdzik.pl/dzik-pro-run-tank-top-bialy,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""59"", ""S"": ""61,5"", ""M"": ""64"", ""L"": ""67"", ""XL"": ""68,5"", ""XXL"": ""71,5""}",results\images\tank-top-męski-biały-dzik-pro-run\19_235e877b.jpg;results\images\tank-top-męski-biały-dzik-pro-run\30_92b46cec.jpg,UBRANIA
KOSZULKA OVERSIZE NIEBIESKA POSTARZANA DZIK®,https://wkdzik.pl/dzik-koszulka-oversize-niebieska-postarzana,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""71"", ""S"": ""73"", ""M"": ""75"", ""L"": ""77"", ""XL"": ""79""}",results\images\koszulka-oversize-niebieska-postarzana-dzik\19_f65e18d5.jpg;results\images\koszulka-oversize-niebieska-postarzana-dzik\27_e8222ed2.jpg,UBRANIA
Tank Top Męski Żółty DZIK® PRO Run,https://wkdzik.pl/dzik-pro-run-tank-top-zolty,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""59"", ""S"": ""61,5"", ""M"": ""64"", ""L"": ""67"", ""XL"": ""68,5"", ""XXL"": ""71,5""}",results\images\tank-top-męski-żółty-dzik-pro-run\19_9b058725.jpg;results\images\tank-top-męski-żółty-dzik-pro-run\27_395c4752.jpg,UBRANIA
DZIK® PRO GRIP KOSZULKA SLIM CHERRY,https://wkdzik.pl/dzik-pro-grip-koszulka-slim-cherry,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""64"", ""S"": ""66"", ""M"": ""68"", ""L"": ""71"", ""XL"": ""73"", ""XXL"": ""75""}",results\images\dzik-pro-grip-koszulka-slim-cherry\28_be834bd7.jpg;results\images\dzik-pro-grip-koszulka-slim-cherry\19_190ff60d.jpg,UBRANIA
CZAPKA ZIMOWA ZIELONA DZIK®,https://wkdzik.pl/dzik-czapka-zimowa-zielona,8.50,,,{},results\images\czapka-zimowa-zielona-dzik\19_2fefae53.jpg;results\images\czapka-zimowa-zielona-dzik\23_e15dae12.jpg,UBRANIA
CZAPKA ZIMOWA CZARNA DZIK®,https://wkdzik.pl/dzik-czapka-zimowa-czarna,8.50,,,{},results\images\czapka-zimowa-czarna-dzik\19_cbc4bd24.jpg;results\images\czapka-zimowa-czarna-dzik\23_a4f3b3db.jpg,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/5,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/5/default/2,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/5/default/3,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
Ubrania sportowe,https://wkdzik.pl/ubrania/5/default/4,8.50,,,{},results\images\ubrania-sportowe\1_8b760369.webp;results\images\ubrania-sportowe\2_aaa06a65.webp,UBRANIA
BLUZA REGULAR ZIELONA DZIK®,https://wkdzik.pl/dzik-bluza-zielona,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""67"", ""S"": ""69"", ""M"": ""71"", ""L"": ""73"", ""XL"": ""75"", ""XXL"": ""77""}",results\images\bluza-regular-zielona-dzik\28_5711dbea.jpg;results\images\bluza-regular-zielona-dzik\19_2e668f53.jpg,UBRANIA
Koszulka Męska Oversize Czarna DZIK®,https://wkdzik.pl/dzik-basic-koszulka-oversize,8.50,,,"{""Rozmiar"": ""1"", ""XS"": ""54"", ""S"": ""56"", ""M"": ""58"", ""L"": ""60"", ""XL"": ""62"", ""XXL"": ""64""}",results\images\koszulka-męska-oversize-czarna-dzik\19_27cc6c90.jpg;results\images\koszulka-męska-oversize-czarna-dzik\25_59baee6b.jpg,UBRANIA
SKARPETY CZARNE Z HAFTEM 3‑PAK DZIK®,https://wkdzik.pl/dzik-skarpety-czarne-3-pak,8.50,,,{},results\images\skarpety-czarne-z-haftem-3pak-dzik\19_fd5bbdd1.jpg;results\images\skarpety-czarne-z-haftem-3pak-dzik\22_3794046a.jpg,UBRANIA
